job_id,receiver,seed,k_shot,new_class_count,candidate,b_old_acc,c_old_acc,b_old_floor,c_old_floor,seen_new_acc,h_old_new,average_forgetting,old_adaptation_gain,direct_adv3b02_status,direct_adv3b02_old_acc,delta_vs_direct_ADV3B02_K1,pipeline_receipt_sha256,score_sha256
rx_3_19__seed_713106__k_10__new_20,3-19,713106,10,20,d92_registration_balanced_covariance,0.7472222222222222,0.5583333333333333,0.5333333333333333,0.21666666666666667,0.49333333333333335,0.5238246170100369,0.18888888888888888,-0.18888888888888888,MISSING_NOT_RUN,,,14ebbd94e9fb334a4307d5c60b06488bc7c0786aafeb99c062f32b1fda6b08ec,a35d01dde878dc26dcadc58a41f525f959bcb19325b2d6be5d57586b1aca1dea
rx_3_19__seed_713106__k_5__new_20,3-19,713106,5,20,d92_registration_balanced_covariance,0.6472222222222223,0.5083333333333333,0.35,0.11666666666666667,0.365,0.42490458015267174,0.13888888888888895,-0.13888888888888895,MISSING_NOT_RUN,,,ef117b02616ca324e922e7c1f0aee8169f46bca89428a93f4c1ee692e33268d1,a36f9b34a334deee3be878eed06e39db329eb7fadc0d3d3a1e0748af2d81eae1
rx_3_19__seed_713106__k_1__new_20,3-19,713106,1,20,d92_registration_balanced_covariance,0.4777777777777778,0.29444444444444445,0.25,0.06666666666666667,0.13833333333333334,0.18823277706461275,0.18333333333333335,-0.18333333333333335,MISSING_NOT_RUN,,,1ea1538a94dacb56f6e8ddf3ace44a0d7f7719e92f9088a5e19cdb806f6c4209,6082b057b40facffdf1962026371671bb6721c5c7fb243b07c24d14e8c732a2c
rx_7_14__seed_713102__k_10__new_5,7-14,713102,10,5,d92_registration_balanced_covariance,0.8638888888888889,0.7222222222222222,0.5333333333333333,0.48333333333333334,0.84,0.7766714082503556,0.14166666666666672,-0.14166666666666672,MISSING_NOT_RUN,,,8ce0a51992723322d4c1acb5492a8a69e151e72f2f7ead7f66d8b353796c9507,f0beafb2dbde6b3dbdb087379c9085b29c9bd5d36d3011d9453203a8cef28039
rx_7_14__seed_713102__k_10__new_10,7-14,713102,10,10,d92_registration_balanced_covariance,0.8638888888888889,0.725,0.5333333333333333,0.43333333333333335,0.7066666666666667,0.7157159487776484,0.13888888888888895,-0.13888888888888895,MISSING_NOT_RUN,,,067563e3072339523f37cfa6158854a8710908ae2d8f8604d7ee3bbf7bf45436,65954f8ef24f9db399aed0ba9300dcefe5ffdc1fa20656c0174353ae9fb742fd
rx_7_14__seed_713102__k_10__new_20,7-14,713102,10,20,d92_registration_balanced_covariance,0.8638888888888889,0.7055555555555556,0.5333333333333333,0.4,0.7133333333333334,0.7094231271208562,0.15833333333333333,-0.15833333333333333,MISSING_NOT_RUN,,,857d1d2eacf5ef04d80aaa9373d655dcc75890aba95df96c35a3f300e518586c,26f94d1d8d72b1ed3874482c9d33e75372e3bab63335ff1046e9ebc68447bd08
rx_7_14__seed_713102__k_5__new_20,7-14,713102,5,20,d92_registration_balanced_covariance,0.8444444444444444,0.6388888888888888,0.6,0.23333333333333334,0.6283333333333333,0.6335671489112961,0.2055555555555556,-0.2055555555555556,MISSING_NOT_RUN,,,8b3d0e6a91051d3761668e624493bdfd011786bb921cbedb2310ad7ac6aec36e,375f7fbc7228807375644dffa58f430b5daf2af373257eb9a218ef06ba609aea
rx_7_14__seed_713102__k_1__new_20,7-14,713102,1,20,d92_registration_balanced_covariance,0.8722222222222222,0.55,0.6666666666666666,0.05,0.31666666666666665,0.4019230769230769,0.3222222222222222,-0.3222222222222222,MISSING_NOT_RUN,,,493cc74b59d19f7bf58b25e780d5b7ad1d1996d11c695ef3807d2730171eddd4,f763a27e94aad5eb26e2e0dce915801f0f9d1ab17d0d3167fa0bb901a70f2818
rx_7_14__seed_713103__k_10__new_5,7-14,713103,10,5,d92_registration_balanced_covariance,0.8555555555555555,0.8194444444444444,0.6333333333333333,0.55,0.81,0.8146948516876918,0.036111111111111094,-0.036111111111111094,MISSING_NOT_RUN,,,6815aee09698bbe604582d1566d476007e722688198a49239ae924eda07f5e40,6f06160c47443e680eae7bd91768940e8acae6085051d71207804cbdebc43c88
rx_7_14__seed_713103__k_10__new_10,7-14,713103,10,10,d92_registration_balanced_covariance,0.8555555555555555,0.7638888888888888,0.6333333333333333,0.5333333333333333,0.7283333333333334,0.7456875155125341,0.09166666666666667,-0.09166666666666667,MISSING_NOT_RUN,,,8146d8a45871f35f8fe85db0b6bff5dd277e7fb1136909e760347141b268b401,05b0ac563e69f92292ec664ea6a61dfd2bda8e589363f19e679247a39f332905
